-0.0019836426,-1.5258789E-4,0.0025939941
4.5776367E-4,0.002746582,0.008392334
-0.0015258789,0.005645752,0.0064086914
0.0035095215,0.0021362305,7.6293945E-4
3.0517578E-4,-0.0012207031,0.0010681152
4.5776367E-4,-0.0047302246,7.6293945E-4
0.0033569336,-0.0033569336,0.0012207031
-0.0021362305,-0.0061035156,-0.005645752
0.0062561035,-0.0059509277,0.005493164
-4.5776367E-4,-0.005645752,0.00289917
-0.0047302246,-0.009155273,-0.008392334
-0.006713867,0.0038146973,-0.0021362305
-0.004119873,-0.012359619,0.004119873
-0.010681152,-0.010223389,-0.004272461
0.00289917,-0.0012207031,0.0036621094
-7.6293945E-4,4.5776367E-4,0.006866455
-0.0032043457,0.0062561035,0.0019836426
-6.1035156E-4,0.0059509277,-0.0016784668
-0.0010681152,-0.002746582,-6.1035156E-4
-0.001373291,-0.0012207031,0.001373291
4.5776367E-4,0.0010681152,-9.1552734E-4
-1.5258789E-4,-3.0517578E-4,9.1552734E-4
-0.0010681152,-3.0517578E-4,4.5776367E-4
-4.5776367E-4,7.6293945E-4,9.1552734E-4
6.1035156E-4,9.1552734E-4,1.5258789E-4
-9.1552734E-4,1.5258789E-4,3.0517578E-4
-0.0,-9.1552734E-4,6.1035156E-4
-0.0010681152,6.1035156E-4,-0.0
0.0015258789,1.5258789E-4,0.001373291
-6.1035156E-4,-3.0517578E-4,6.1035156E-4
-3.0517578E-4,1.5258789E-4,-7.6293945E-4
4.5776367E-4,-4.5776367E-4,4.5776367E-4
-0.0016784668,9.1552734E-4,-1.5258789E-4
0.001373291,-1.5258789E-4,0.0012207031
-4.5776367E-4,-0.0015258789,-7.6293945E-4
-0.0022888184,0.0019836426,7.6293945E-4
-0.0064086914,0.0059509277,0.0022888184
-0.012207031,0.008850098,-0.0030517578
0.0061035156,9.1552734E-4,0.0018310547
0.005493164,-0.0059509277,-1.5258789E-4
0.0032043457,-0.00289917,-0.0018310547
0.0025939941,0.0018310547,0.0016784668
-0.001373291,-4.5776367E-4,9.1552734E-4
-6.1035156E-4,1.5258789E-4,-0.0032043457
-0.0019836426,-1.5258789E-4,0.0010681152
1.5258789E-4,-0.0010681152,-0.0024414062
0.0012207031,6.1035156E-4,0.0024414062
-0.0010681152,7.6293945E-4,-0.0
6.1035156E-4,0.001373291,0.0018310547
0.0012207031,1.5258789E-4,-4.5776367E-4
3.0517578E-4,-9.1552734E-4,3.0517578E-4
3.0517578E-4,-0.0010681152,1.5258789E-4
-0.001373291,1.5258789E-4,-0.0012207031
0.0015258789,-7.6293945E-4,0.001373291
-3.0517578E-4,7.6293945E-4,0.0012207031
-0.0018310547,-1.5258789E-4,0.0021362305
-4.5776367E-4,-6.1035156E-4,0.0016784668
-0.0022888184,7.6293945E-4,-6.1035156E-4
0.0016784668,1.5258789E-4,0.0019836426
1.5258789E-4,-6.1035156E-4,4.5776367E-4
9.1552734E-4,-9.1552734E-4,3.0517578E-4
-1.5258789E-4,-4.5776367E-4,3.0517578E-4
0.0,0.001373291,4.5776367E-4
0.0012207031,1.5258789E-4,-6.1035156E-4
9.1552734E-4,3.0517578E-4,3.0517578E-4
7.6293945E-4,-1.5258789E-4,-7.6293945E-4
-0.0,3.0517578E-4,4.5776367E-4
-6.1035156E-4,0.0019836426,4.5776367E-4
7.6293945E-4,-3.0517578E-4,-0.0012207031
-3.0517578E-4,-3.0517578E-4,0.0
0.0010681152,-9.1552734E-4,1.5258789E-4
-0.0010681152,-4.5776367E-4,-1.5258789E-4
